question_id,question_text,decomposition,split
NLVR2_train_train-8787-2-0,If there is a long silverback gorilla on a hilltop overlooking a pool of water with fog,return silverback gorilla ;return #1 that is long ;return hilltop ;return pool of water ;return fog ;return #4 with #5 ;return #3 overlooking #6 ;return if  #2 is on #7,train
CLEVR_train_8003,Which of the shiny balls is the largest?,return balls ;return #1 that are shiny ;return the largest #2,train
CLEVR_train_9227,Is the reflection on the large cyan metallic object purple or blue in color?,return the  large cyan metallic object ;return the  reflection on #1 ;return the  color of #2 ;return if  #3 is  purple ;return if  #3 is  blue ;return #4 or  #5,train
DROP_train_nfl_2621_31f9d8a0-5b75-4c7d-99c0-c46bc192767c,How long was Kenbrell Thompkins's second longest touchdown reception?,return Kenbrell Thompkins ;return touchdown receptions of #1 ;return how long was  #2 ;return the  second longest of #3,train
SPIDER_train_955,What is the interaction type of the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?,return enzymes ;return #1 named  'ALA synthase ;return medicines ;return #3 named  'Aripiprazole ;return interaction type of both #2 and #3,train
DROP_train_history_2078_3df60b95-6866-4774-a262-94cec073498e,What two players won six titles?,return players ;return titles of #1 ;return number of  #2 for each #1 ;return #1 where #3 is six,train
CLEVR_train_13886,What color is the small object that is the same shape as the largest object?,return objects ;return size of #1 ;return #1 where #2 is  the   largest ;return the   shape of #3 ;return #1 that  are small ;return shapes of #5 ;return #5 where #6 is  the   same as #4 ;return the   color of #7,train
DROP_train_history_773_67eea6fc-9cda-44e1-8018-736fadb2762d,How many from both sides were killed in the skirmish at Cisteil?,return Cisteil ;return the  skirmish of #1 ;return sides of #2 ;return those killed of #3 ;return number of  #4 for each #3 ;return sum of #5,train
COMQA_train_cluster-2467-1,what are georgias state senators?,return georgias ;return state senators of #1,train
DROP_train_nfl_123_f552b36d-5cfa-4105-9121-b82211ea25fc,how many yards did Romo complete?,return Romo ;return yards of #1 ;return sum of #2,train
DROP_train_history_915_517837f7-ae86-4700-80ee-d66bb8016c3c,How many years was Wolter von Plettenberg a Livonian Master?,return Wolter von Plettenberg was  a Livonian Master ;return years of #1 ;return number of  #2,train
DROP_train_history_1242_ccc08bbd-c89e-445d-a56a-270cc495a09b,What metres of proven reserves of gas?,return proven reserves of gas ;return metres of #1 ;return sum of #2,train
COMQA_train_cluster-1457-3,who is youngest daughter of obama?,return obama ;return daughters of #1 ;return the  youngest of #2,train
CLEVR_train_16872,Is there both metal and rubber red shapes showing?,return objects ;return #1 that are red ;return #2 that are metal ;return #2 that are rubber ;return number of  #3 ;return number of  #4 ;return if #5 is  at least one ;return if #6 is  at least one ;return if both #7 and  #8 are true,train
NLVR2_train_train-2145-0-1,If one of the sinks has no drawers attached to it.,return sinks ;return drawers ;return #1 where  #2 are attached ;return #1 besides  #3 ;return the  number of  #4 ;return if  #5 is equal to  one,train
DROP_train_nfl_1970_2783f356-01f3-462f-ade7-3ffd159a0658,how many yards did Choice run?,return Choice ;return yards of #1 ;return sum of #2,train
CLEVR_train_4160,How many objects total in this group are cube shaped?,return objects in  this group ;return #1 that  are cube shaped ;return the  total number of #2,train
NLVR2_train_train-6308-1-1,"If each image shows exactly one warthog, which is standing with its front knees on the ground.",return warthogs ;return #1 that is  standing ;return front knees of  #2 ;return ground ;return #2 where #3 is  on #4 ;return images ;return number of #5 for each #6 ;return #6 where #7 is  equal to one ;return number of #6 ;return number of #8 ;return If #9 is  equal to #10,train
ATIS_train_2671,what is the earliest flight from boston to san francisco on american airlines ,return flights ;return #1 on american airlines ;return #2 from boston ;return #3 to  san francisco ;return #4 that  is  the  earliest,train
NLVR2_train_train-4639-3-1,If there are no more than four dogs in the right image.,return right image ;return dogs of #1 ;return the  number of  #2 ;return if  #3 is at most four,train
NLVR2_train_train-2563-1-0,If there are no felines in the images.,return images ;return felines in  #1 ;return number of  #2 ;return if  #3 is equal to  zero,train
NLVR2_train_train-8284-2-1,If there is exactly one bird with its wings folded in the image on the right,return right image ;return bird in  #1 ;return wings of #2 ;return #2 where  #3 are folded ;return number of  #4 ;return if  #5 is equal to  one,train
COMQA_train_cluster-881-1,which year did japan join the united nation?,return japan join the  united nations ;return year of #1,train
NLVR2_train_train-12368-1-1,If there are more bottles of perfume with rounded edges than there are with sharp edges.,return bottles of perfume ;return edges  of #1 ;return #1 where  #2 are rounded ;return #1 where  #2 are sharp ;return number of  #3 ;return number of  #4 ;return if  #5 is higher than #6,train
NLVR2_train_train-8807-1-0,If there are two red balloons out of the four shown.,return balloons ;return #1 that are red ;return number of  #2 ;return if  #3 is equal to  two,train
SPIDER_train_653,Show the names of editors of age either 24 or 25.,return editors ;return ages of  #1 ;return #1 where #2 is  24 ;return #1 where #2 is  25 ;return #3 or  #4 ;return names of  #5,train
DROP_train_history_2236_b2993bc0-0776-4558-a955-509fbb64ee86,Agricultural production was 0.4% higher than how many years?,return Agricultural production ;return years that #1 was  0.4 % higher than ;return number of  #2,train
ATIS_train_2385,evening flights from philadelphia to oakland ,return flights ;return #1 from  philadelphia ;return #2 to oakland ;return #3 in the evening,train
DROP_train_history_2471_892d41e5-a0d5-466b-9839-9798c7da014c,How many more Catholics and Jews were there in 1861 over 1740?,return Catholics ;return #1 in  1861 ;return #1 in  1740 ;return Jews ;return #4 in  1861 ;return #4 in  1740 ;return number of  #2 ;return number of  #3 ;return number of  #5 ;return number of  #6 ;return sum of #7 and  #9 ;return sum of #8 and  #10 ;return difference of #11 and  #12,train
DROP_train_nfl_2771_52d39a05-5f49-4b4d-b7a9-ac72c4711a51,How many points did Houston lead with by halftime?,return Houston ;return points lead with of #1 ;return #2 by halftime,train
SPIDER_train_2069,How many party events do we have?,return party events ;return number of  #1,train
SPIDER_train_2249,Show the team that have at least two technicians.,return teams ;return technicians of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  at least two,train
CWQ_train_WebQTrn-391_10d7a60e34e3e03085822e03a04a5322,What type of political system is run in the country that is featured in the image south-africa.jpg?,return the  image ;return #1 that is south-africa.jpg ;return country featured in  #2 ;return type of political system of  #3,train
DROP_train_history_441_c15c92f0-58e6-4d77-810a-4404129b0659,How many periods of works are in the records for the medieval building?,return the  medieval building ;return records of #1 ;return works that are in  #2 ;return periods of #3 ;return number of  #4,train
DROP_train_history_1281_a562d414-0a20-4242-b2f0-075029b3cc94,How many years after the Duke of Norfolk was imprisoned was he executed?,return the  Duke of Norfolk was  imprisoned ;return the  Duke of Norfolk was  executed ;return year of #1 ;return year of #2 ;return the  difference of #4 and  #3,train
NLVR2_train_train-3443-3-0,If there is a clock on the shelf in the image on the left.,return the  left image ;return the  shelf in  #1 ;return clock in  #1 ;return if  #3 is on #2,train
CWQ_train_WebQTest-266_44f71e9ced70af5c1c09cbdd07b9f0cd,What fun thing is there to do in Kansas City that was founded earliest?,return Kansas City ;return fun things to do in  #1 ;return #2 that was  founded earliest,train
NLVR2_train_train-11891-0-0,If all images show an upright stingray with wings extended and underside visible.,return stingray ;return #1 that is upright ;return wings of #2 ;return #2 where  #3 are extended ;return underside of #2 ;return #2 where  #5 is visible ;return #2 in  both  #4 and #6 ;return images ;return images of #7 ;return number of  #8 ;return number of  #9 ;return if  #11 is equal to  #10,train
CLEVR_train_1429,What color is the object that is the same size as the gray rubber sphere?,return objects ;return gray sphere ;return #2 that is  rubber ;return size of #1 ;return size of #3 ;return #1 where #4 is  the   same as #5 ;return color of #6,train
DROP_train_history_161_b31f02c0-2858-4e61-b1ba-36e2db6de432,How many percent of the Armenian population of Cyprus do not speak Armenian?,return Cyprus ;return the  Armenian  population of #1 ;return #2 that speak Armenian  ;return #2 besides  #3 ;return percent of #4,train
SPIDER_train_6062,"Which customers use ""Cash"" for payment method? Return the customer names.",return customers ;return payment methods of  #1 ;return #1 where #2 is  Cash ;return names of  #3,train
COMQA_train_cluster-2137-3,who was the man of tournament in 1983 world cup?,return world cup ;return #1 in  1983 ;return man of tournament of  #2,train
NLVR2_train_train-1914-1-0,If in one image there is a lone seal pup looking towards the left of the image.,return seal ;return #1 that is a  pup ;return #2 that is lone ;return #3 that is looking towards the  left ;return if  #4 is in  one image,train
NLVR2_train_train-11644-0-0,If two of the creations appear to be birds with outstretched wings.,return creations ;return birds ;return wings of #2 ;return #2 where  #3 are outstretched ;return #1 that appear to  be #4 ;return number of  #5 ;return if  #6 is equal to  two,train
SPIDER_train_1345,"What is the title, credit value, and department name for courses with more than one prerequisite?","return courses ;return prerequisites of #1 ;return number of #2 for each #1 ;return #1 where #3 is  higher than one ;return titles of #4 ;return credit values of #4 ;return departments of #4 ;return names of #7 ;return #5 , #6 ,  #8",train
SPIDER_train_1368,Find the name of students who took any class in the years of 2009 and 2010.,"return classes ;return #1 in  2009 ;return #1 in  2010 ;return #2 ,  #3 ;return students of #4 ;return names of #5",train
SPIDER_train_1650,Count the number of artists.,return artists ;return number of #1,train
COMQA_train_cluster-682-4,seas of philippines?,return the  philippines ;return seas of #1,train
COMQA_train_cluster-1282-1,when did william webb die?,return william webb die ;return date of #1,train
NLVR2_train_train-3246-2-0,If the left image has three water bottles,return the  left image ;return water bottles in  #1 ;return number of  #2 ;return if  #3 is equal to  three,train
NLVR2_train_train-5431-3-0,If there are three dogs outside.,return dogs ;return #1 that are outside ;return number of  #2 ;return if  #3 is equal to  three,train
SPIDER_train_2176,What are the names and years of all races that had a driver with the last name Lewis?,"return races ;return drivers of #1 ;return last names of #2 ;return #1 where #3 is  Lewis ;return names of #4 ;return years of #4 ;return #5 ,  #6",train
ATIS_train_2335,are there any nonstop flights from indianapolis to san diego on wednesday may twelfth ,return flights ;return #1 from indianapolis ;return #2 to  san diego ;return #3 on wednesday may twelfth ;return #4 that  are nonstop ;return if  there are any  #5,train
ATIS_train_3740,show me the flights from denver to las vegas ,return flights ;return #1 from denver ;return #2 to  las vegas,train
NLVR2_train_train-10634-3-1,If there are three or fewer dogs in total.,return dogs ;return number of  #1 ;return if  #2 is at most three,train
SPIDER_train_4124,How many markets have number of cities smaller than 300?,return markets ;return cities in #1 ;return number of #2 for each #1 ;return #1 where  #3 is  lower than 300 ;return number of #4,train
SPIDER_train_896,Which policy type appears most frequently in the available policies?,return the  policies ;return #1 that  are available ;return types of #2 ;return number of  #2 for each #3 ;return #3 where #4 is  the  highest,train
NLVR2_train_train-4760-3-0,If one vase has a bulge in the stem.,return vase ;return stem of #1 ;return #1 where  #2 has a  bulge ;return number of  #3 ;return if  #4 is equal to  one,train
CWQ_train_WebQTrn-3018_52d658f6b7df390efc0df061e1823269,Who is in a relationship with the actor who portrayed Stu Dunne?,return Stu Dunne ;return actor of #1 ;return who  is in  a relationship with #2,train
CLEVR_train_10201,Are there more metallic things than rubber things?,return things ;return #1 that Are metallic ;return #1 that Are rubber ;return number of  #2 ;return number of  #3 ;return is  #4 higher than #5,train
NLVR2_train_train-10781-2-1,If at least one image shows three or more vending machines.,return vending machines ;return images ;return number of #1 for each #2 ;return #2 where #3 is  at least three ;return number of #4 ;return If #5 is  at least one,train
SPIDER_train_2184,What are all the different first names of the drivers who are in position as standing and won?,return drivers ;return positions of #1 ;return #1 where #2 is standing ;return #3 that won ;return different first names of #4,train
CWQ_train_WebQTrn-731_82bf72318a5e7570818aec487dd6059d,How many languages are spoken in the country which makes San Miguel Pale Pilsen beer?,return San Miguel Pale Pilsen beer ;return country of #1 ;return languages spoken in  #2 ;return number of  #3,train
NLVR2_train_train-1969-1-0,If the sled in the left image is facing right.,return left image ;return sled in  #1 ;return if  #2 is facing right,train
SPIDER_train_3422,Return the phone numbers of employees with salaries between 8000 and 12000.,return employees ;return salaries of  #1 ;return #1 where #2 is  at least 8000 ;return #1 where #2 is  at most 12000 ;return #1 of  both #3 and  #4 ;return phone numbers of  #5,train
ATIS_train_2772,i would like to fly from boston to denver early in the morning ,return flights ;return #1 from  boston ;return #2 to denver ;return #3 which  are in the early morning,train
NLVR2_train_train-7455-3-0,If the bulls in the image on the left are standing facing toward the left.,return bulls ;return #1 that are  standing ;return #2 that are  facing toward the  left ;return if  #3 are  in  the  image on the left,train
CLEVR_train_8837,What is the color of the object between the green and purple cylinders?,return cylinders ;return #1 that are green ;return #1 that are purple ;return object between both of #2 and  #3 ;return color of #4,train
COMQA_train_cluster-516-1,what is 2nd largest mountain in the world?,return world ;return mountains of #1 ;return the  size of #2 ;return #3 that is the  largest ;return #2 besides  #4 ;return #5 that is the  largest,train
CLEVR_train_13660,What is the color of the object farthest back?,return object ;return #1 that is farthest back ;return color of #2,train
DROP_train_history_581_759e6a82-c50b-4878-8418-54059730ce0b,When did the Ming armies capture the two capitals in the Red River Delta?,return the  Ming armies did capture the   two capitals in  the Red River Delta ;return when  was  #1,train
DROP_train_nfl_1745_442481d4-5c6e-46f0-afa5-e768c723a939,Which quarterback had more passing touchdown yards?,return quarterbacks ;return passing touchdowns of #1 ;return yards of #2 ;return sum of #3 for each #1 ;return #1 where #4 is the  highest,train
NLVR2_train_train-7254-3-1,If an image shows a golf club behind a ball that is not on a tee.,return golf club ;return balls ;return tee ;return #2 that is on #3 ;return #2 besides  #4 ;return #1 that is behind #5 ;return if  #6 is in  an image,train
CLEVR_train_15504,What color is the only shiny object?,return objects ;return #1 that are shiny ;return color of #2,train
ATIS_train_4195,which delta flights depart from san francisco heading toward boston after 12 noon ,return flights ;return #1 on  delta ;return #2 from  san francisco ;return #3 to boston ;return #4 after noon,train
SPIDER_train_2114,List the document ids for any documents with the status code done and the type code paper.,return documents ;return status codes of  #1 ;return #1 where  #2 is done ;return type codes of  #1 ;return #1 where  #4 is paper ;return #1 of  both #3 and #5 ;return document ids of  #6,train
NLVR2_train_train-10012-1-0,If one hot air balloon is sitting on a grassy area and one is floating in the air.,return hot air balloon ;return area ;return #2 that is grassy ;return #1 sitting on #3 ;return air ;return #1 floating in  #5 ;return the  number of  #4 ;return the  number of  #6 ;return if  #7 is equal to  one ;return if  #8 is equal to  one ;return if  both  #9 and #10 is true,train
CLEVR_train_4707,what color is the large cylinder in the back?,return cylinders ;return #1 in the  back ;return #2 that  is  large ;return the  color of #3,train
SPIDER_train_3800,List each test result and its count in descending order of count.,return test results ;return count  of #1 ;return #1 sorted by #2 in descending order,train
CLEVR_train_13482,Are any of the shapes the same color ?,return shapes ;return colors of #1 ;return number of  #1 for each #2 ;return if  any  #3 is  more than  one,train
DROP_train_history_1390_b83fc541-e8af-4717-bd36-6ee6cd026053,What did the Italians exchange for food?,return the  Italians ;return exchanges for food of #1,train
CLEVR_train_5709,What kind of material is the sphere in the front made of?,return sphere ;return #1 that  is  in front ;return material of #2,train
CLEVR_train_581,what is the shape of the large rubber object?,return objects ;return #1 that  large ;return #1 that  are rubber ;return #1 in both #2 and  #3 ;return the shape of #4,train
ATIS_train_1209,i'm interested in a flight from dallas to washington and i'm also interested in going to baltimore ,"return flights ;return #1 from dallas ;return #2 to  washington ;return #2 to  baltimore ;return #3 ,  #4",train
NLVR2_train_train-7912-0-1,If each image shows a pack of dogs near a man in a blazer and cap holding a whip stick.,return pack of dogs ;return man ;return blazer ;return cap ;return #2 in  #3 ;return #5 in  #4 ;return whip stick ;return #6 holding #7 ;return #1 near #8 ;return images of #9 ;return images ;return number of  #10 ;return number of  #11 ;return if  #12 is equal to  #13,train
SPIDER_train_3333,"Find the name of department that offers the class whose description has the word ""Statistics"".",return departments ;return classes of  #1 ;return descriptions of  #2 ;return #1 where  #3 has  the word Statistics ;return name of  #4,train
NLVR2_train_train-13055-3-1,If one of the dogs is sitting on a wooden floor.,return dogs ;return floor ;return #2 that is wooden ;return #1 that is sitting on #3 ;return number of  #4 ;return if  #5 is equal to  one,train
CLEVR_train_14589,How many objects are the same material and size as the yellow sphere?,return sphere ;return #1 that is  yellow ;return objects ;return #3 besides  #2 ;return material of #2 ;return size of #2 ;return materials of #4 ;return sizes of #4 ;return #4 where #7 is  the same as #5 ;return #4 where #8 is  the same as #6 ;return #4 in both #9 and  #10 ;return number of  #11,train
CWQ_train_WebQTrn-56_13c857c8e3f49265eaea4fb3070c98f9,Which other movies did the artist awarded an Oscar in The Girl With Something Extra win Oscars for?,return The Girl With Something Extra ;return Oscar awarded artist of #1 ;return Oscars of #2 ;return movies of #3 ;return #4 besides  #1,train
COMQA_train_cluster-2491-1,when did anne hathoway get married to shakespeare?,return anne hathoway get married to  shakespeare ;return when  was  #1,train
DROP_train_nfl_2649_304d0a4a-d950-4683-a5b7-259596a1e587,How many more yards of field goals did Suisham have than Folk?,return Suisham ;return field goals of #1 ;return yards of #2 ;return Folk ;return field goals of #4 ;return yards of #5 ;return difference of #3 and  #6,train
NLVR2_train_train-11075-1-1,If there are less than five birds in one of the pictures.,return birds ;return pictures ;return number of  #1 for each  #2 ;return #2 where  #3 is lower than five ;return number of  #4 ;return if  #5 is equal to  one,train
CWQ_train_WebQTrn-203_c606d81a0b9a8fe9f1a8a17239ebe8e2,In what film starring Diana Ross was stop motion animation used?,return Diana Ross ;return films starring #1 ;return #2 that stop motion animation used,train
CLEVR_train_541,What color is the small ball between the two shiny cubes?,return small ball ;return shiny cubes ;return #1 between #2 ;return color from  #3,train
SPIDER_train_1086,"How many distinct colleges are associated with players from the team with name ""Columbus Crew"".",return teams ;return names of #1 ;return #1 where #2 is Columbus Crew ;return players of #3 ;return distinct colleges of #4 ;return number of  #5,train
CLEVR_train_17680,what color is dominating in the shapes?,return objects ;return colors of #1 ;return number of  #1 for each #2 ;return #2 where #3 is the  highest,train
COMQA_train_cluster-830-3,which date was facebook launched by mark zuckerberg?,return facebook was  launched by mark zuckerberg ;return date of #1,train
DROP_train_history_1918_a7579ad4-2e31-4475-84d7-55cb987f0e4d,"which age group has a higher percentage, 45 to 64 or 18 to 24?","return age groups ;return percentage of #1 ;return #2 where #1 is 45 to 64 ;return #2 where #1 is 18 to 24 ;return which is highest of #3 ,  #4",train
CLEVR_train_4448,How many metallic spheres are present?,return metallic spheres ;return number of  #1,train
DROP_train_nfl_1971_e9f20ebd-317f-44b8-ab11-592ab11ea6e7,How many field goals did Stitser make?,return Stitser ;return field goals of #1 ;return number of  #2,train
DROP_train_nfl_2079_da272085-afdb-4452-8c1f-834fc5ed12a9,Which player received the longest pass for a touchdown?,return touchdown passes ;return the  longest of #1 ;return received player of #2,train
SPIDER_train_707,How many debit cards do we have?,return debit cards ;return number of #1,train
CLEVR_train_8998,What is the smallestt cylinder made of?,return cylinders ;return #1 that  is  smallestts ;return What is  #2 made of,train
SPIDER_train_6415,Show the ids for projects with at least 2 documents.,return projects ;return documents of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  at least 2 ;return ids of  #4,train
NLVR2_train_train-12084-1-0,If there is at least one goat climbing a steep incline.,return goats ;return incline ;return #2 that is steep ;return #1 climbing #3 ;return number of  #4 ;return if  #5 is at least one,train
CLEVR_train_7311,are there more green objects than purple objects?,return green objects  ;return purple objects  ;return number of #1 ;return number of #2 ;return is  #3 higher than #4,train
DROP_train_nfl_1745_442481d4-5c6e-46f0-afa5-e768c723a939,Which quarterback had more passing touchdown yards?,return quarterbacks ;return passing touchdowns of #1 ;return yards of #2 ;return sum of #3 for each #1 ;return #1 where #4 is the  highest,train
NLVR2_train_train-153-2-1,"If there are two zebras, one adult and one child facing right.",return zebras ;return #1 that is adult ;return #1 that is child ;return #2 that is facing right ;return #3 that is facing right ;return number of  #1 ;return if  #6 is equal to  two ;return number of  #4 ;return number of  #5 ;return if  #8 is equal to  one ;return if  #9 is equal to  one ;return if  both  #10 and #11 are true ;return if  both  #7 and #12 are true,train
NLVR2_train_train-4637-0-0,If a spoon is resting on a saucer near a tea cup.,return spoon ;return saucer ;return tea cup ;return #1 resting on #2 ;return #4 that is near #3 ;return the  number of  #5 ;return if  #6 is at least one,train
ATIS_train_2902,please list the flights from ontario california to orlando florida ,return flights ;return #1 from  ontario california ;return #2 to orlando florida,train
DROP_train_nfl_475_6d239d83-d2a0-4a65-b440-8ee6b4e86673,How many more yards were completed in the third quarter than in the fourth quarter?,return the  third quarter ;return the  fourth quarter ;return completed yards of #1 ;return completed yards of #2 ;return sum of #3 ;return sum of #4 ;return the  difference of #5 and  #6,train
DROP_train_history_2288_41cbd70b-d7aa-40b5-a31b-958598e12583,"Which happened first, Kryuchkov was arrested or Shevardnadze resigned from his post in the Soviet government?","return Kryuchkov was  arrested ;return Shevardnadze resigned from  his post in  the  Soviet government ;return when  was  #1 ;return when  was  #2 ;return which is the  lowest of #3 ,  #4",train
SPIDER_train_3452,What are department ids for departments with managers managing more than 3 employees?,return departments ;return managers of  #1 ;return employees of  #2 ;return number of  #3 for each  #2 ;return #1 where #4 is  higher than 3 ;return department ids of  #5,train
CLEVR_train_8239,How many yellow cubes?,return yellow cubes ;return number of  #1,train
NLVR2_train_train-7602-3-1,"If the left image shows a dark bookcase with short legs, a top part that is open, and a bottom part at least partly closed.",return left image ;return bookcase in  #1 ;return #2 that is dark ;return legs of #3 ;return #3 where  #4 is short ;return top parts of #5 ;return bottom parts of #5 ;return #6 that are open ;return #7 that is at least partly closed ;return number of  #8 ;return number of  #9 ;return if  #10 is at least one ;return if  #11 is at least one ;return if  both  #12 and #13 are true,train
DROP_train_nfl_497_24e28918-c6bb-4888-b2aa-0a472d0d5e34,How many times did the Panthers score in the second half?,return Panthers ;return times that #1 score ;return #2 in  the  second half ;return number of  #3,train
COMQA_train_cluster-2841-2,where is delaware state university campus located?,return delaware state university ;return campus of #1 ;return where  is #2 located,train
NLVR2_train_train-1094-2-0,"If each image contains exactly one white dog, and each dog is in the same type of pose.",return images ;return dogs in  #1 ;return #2 that are white ;return poses of #3 ;return if  #4 are the  same ;return number of  #3 for each  #1 ;return #1 where  #6 is equal to  one ;return number of  #1 ;return number of  #7 ;return if  #9 is equal to  #8 ;return if  both  #10 and #5 are true,train
NLVR2_train_train-10092-3-1,If there are two balls near the hole in one of the images.,return balls ;return hole ;return #1 that are near #2 ;return images ;return number of  #3 for each  #4 ;return #4 where  #5 is equal to  two ;return number of  #6 ;return if  #7 is equal to  one,train
NLVR2_train_train-13063-2-1,If two horses are pulling a single cart in the image on the right.,return right image ;return horses in  #1 ;return cart in  #1 ;return #2 that are pulling #3 ;return number of  #4 ;return number of  #3 ;return if  #5 is equal to  two ;return if  #6 is equal to  one ;return if  both  #7 and #8 are true,train
NLVR2_train_train-3367-2-1,If there is at least one dog in the image pair running and none of it's feet are touching the ground,return images ;return dogs in  #1 ;return feet of #2 ;return the  ground in  #1 ;return #3 that are touching #4 ;return number of  #5 for each  #2 ;return #2 where  #6 is equal to  zero ;return #7 that are running ;return number of  #8 ;return if  #9 is at least one,train
NLVR2_train_train-12144-3-0,"If a penguin is laying flat on the ground amid a big flock of penguins, in one image.",return penguin ;return flock of penguins ;return #2 that is big ;return ground ;return #1 that is laying flat on #4 ;return #5 that is amid #3 ;return if  #6 is in  one image,train
NLVR2_train_train-976-1-1,If there are two flutes in the image pair,return image pair ;return flutes of #1 ;return the  number of  #2 ;return if  #3 is equal to  two,train
NLVR2_train_train-10489-2-0,If there is one image taken of the inside of the bookstore,return bookstore ;return the  inside of #1 ;return if  #2 is in  one image,train
SPIDER_train_3421,what is the phone number of employees whose salary is in the range of 8000 and 12000?,return employees ;return salaries of  #1 ;return #1 where #2 is  at least 8000 ;return #1 where #2 is  at most 12000 ;return #1 of  both #3 and  #4 ;return phone numbers of  #5,train
NLVR2_train_train-11456-2-0,If a white sliding closet door on overhead bar is standing open.,return closet door ;return #1 that is  sliding ;return #2 that is  white ;return bar ;return #4 that is  overhead ;return #3 on #5 ;return If #6 is  standing open,train
COMQA_train_cluster-100-1,who does james phelps play?,return james phelps ;return who  does #1 play,train
CWQ_train_WebQTrn-459_0d5bc4f5ce16dafee354662c09965811,"What are some of the best places to vacation in the nation whose anthem is ""Valiant Quisqueyans""?",return Valiant Quisqueyans ;return nations whose anthem is #1 ;return places to vacation in  #2 ;return best of #3,train
DROP_train_nfl_2261_9b9773c5-f1ae-436d-93f3-5a79020e1511,"Who had more rushing yards, Darren Sproles or Pierre Thomas?","return Darren Sproles ;return Pierre Thomas ;return rushing yards of #1 ;return rushing yards of #2 ;return sum of #3 ;return sum of #4 ;return which is the  highest of #5 ,  #6",train
NLVR2_train_train-3981-1-1,If both images contain exactly one dog that is standing on grass.,return dog ;return grass ;return #1 standing on #2 ;return images ;return the  number of  #3 for each  #4 ;return #4 where  #5 is equal to  one ;return the  number of  #4 ;return the  number of  #6 ;return if  #7 is equal to  #8,train
ATIS_train_758,show me city served both by nationair and canadian airlines international ,return cities ;return #1 served by nationair ;return #1 served by canadian airlines international ;return #1 in both #2 and  #3,train
CLEVR_train_8990,Are all the large items blue and brown?,return large items ;return #1 that  are blue ;return #1 that  are brown ;return number of #1 ;return number of #2 ;return number of #3 ;return sum of #5 and  #6 ;return is  #4 the same as #7,train
NLVR2_train_train-4797-3-0,If one basset hound is looking up with its nose pointed into the air.,return basset hounds ;return #1 that are  looking up ;return nose of  #2 ;return #2 where #3 is  pointed into the  air ;return number of #4 ;return if  #5 is  equal to one,train
CLEVR_train_15908,What material are the two objects in the center between the spheres made of?,return objects ;return #1 in the center ;return #2 between the spheres ;return material that  #3 are made of,train
CLEVR_train_12676,"What is the shape of the item reflected in the shiny large, gray cube?",return shiny large gray cube ;return item reflected in #1 ;return shape of #2,train
DROP_train_history_802_ff4c9b7e-b738-4c9d-8e57-c17e40d4d83a,How many years between the time Saint Jean de Brébeuf traveled to New France and the time he returned to France?,return the  time Saint Jean de Brébeuf traveled to New France ;return the  time Saint Jean de Brébeuf returned to France ;return year of #1 ;return year of #2 ;return difference of #3 and  #4,train
SPIDER_train_6155,"What are the category of music festivals with result ""Awarded""?",return music festivals ;return results of #1 ;return #1 where #2 is  Awarded ;return category of #3,train
DROP_train_history_576_db61dc1d-5ae4-434b-99d9-4767d18dcb3e,How many years went by between  Minye Kyawswa's invasion of Hanthawaddy country and hisconquering the Irrawaddy delta?,return Minye Kyawswa 's invasion of Hanthawaddy country ;return Minye Kyawswa 's hisconquering the  Irrawaddy delta ;return year of #1 ;return year of #2 ;return difference of #4 and  #3,train
SPIDER_train_3827,List the name and the number of enrolled student for each course.,"return courses ;return names of  #1 ;return students enrolled in #1 ;return number of  #3 for each  #1 ;return #2 ,  #4",train
NLVR2_train_train-9340-0-1,If three pugs are posed in a row wearing outfits with fur collars.,return pugs ;return outfits of #1 ;return collars of #2 ;return #2 where  #3 are fur ;return #1 that are wearing #4 ;return #5 that are posed in  a  row ;return number of  #6 ;return if  #7 is equal to  three,train
CLEVR_train_5949,Is the gold thing in front of the red cylinder?,return gold thing ;return red cylinder ;return Is #1 in front of #2,train
NLVR2_train_train-9024-1-0,If at least two bottles have caps on them.,return bottles ;return caps ;return #1 that have #2 on them ;return number of  #3 ;return if  #4 is at least two,train
DROP_train_history_1882_dd7e8f3e-86c2-47d9-91f8-514ed1081e03,What percentage of the county population identifies as biracial?,return those that identify as biracial ;return percentage of the  county population of  #1,train
NLVR2_train_train-8017-3-1,If only one person can be seen with each of two teams of dogs.,return people ;return teams of dogs ;return #1 seen with #2 ;return number of  #3 for each  #2 ;return #2 where  #4 is equal to  one ;return number of  #5 ;return if  #6 is equal to  two,train
NLVR2_train_train-4747-2-1,"If in one image, an elephant is in or near water.",return elephant ;return water ;return #1 that is  in  #2 ;return #1 that is  near #2 ;return #3 or #4 ;return If #5 is  in  one image,train
COMQA_train_cluster-2152-2,when did the mother of frederick douglass die?,return frederick douglass ;return the  mother of #1 ;return when  did  #2 die,train
CLEVR_train_11411,Are all the objects the same size?,return objects ;return sizes of #1 ;return distinct #2 ;return number of  #3 ;return if #4 is  equal to  one,train
SPIDER_train_581,What country does Roberto Almeida live?,return Roberto Almeida ;return country where #1 lives,train
CLEVR_train_13317,how many metal cylinders are there in this picture?,return metal cylinders ;return number of  #1,train
